date,coin,price,market_cap,volume
2026-02-03 07:00:37.768,ethereum,2318.8862037170643,279994558921.53687,39289734489.27848
2026-02-03 08:01:30.730,ethereum,2320.7376057265633,280024598821.3899,37141784142.302345
2026-02-03 09:03:32.852,ethereum,2314.583953935681,279250562102.1993,36215567892.65364
2026-02-03 10:01:26.350,ethereum,2291.73042732022,276642910591.3376,37030707299.08536
2026-02-03 11:00:16.436,ethereum,2280.237852422448,275184037860.0277,34895814715.47485
2026-02-03 12:00:46.140,ethereum,2277.749000187356,275133769645.9943,35843488368.52755
2026-02-03 13:02:51.919,ethereum,2298.152073619647,277593417355.08795,32739947225.58379
2026-02-03 14:00:22.424,ethereum,2306.5000946629975,278054734211.5406,35144813112.59062
2026-02-03 15:02:09.444,ethereum,2256.724805531225,272377528168.89886,31426460374.057648
2026-02-03 16:01:34.154,ethereum,2301.2194243999274,277923596584.9972,31425805949.098408
2026-02-03 17:01:39.299,ethereum,2240.7434654579524,270761455279.6169,32671772796.536625
2026-02-03 18:01:46.913,ethereum,2196.9050950164656,265221123310.13132,33707590859.227833
2026-02-03 19:02:28.672,ethereum,2120.7366246700785,255819075634.7122,38270862524.56931
2026-02-03 20:02:16.712,ethereum,2204.485478526069,266272671882.3575,40708472996.85307
2026-02-03 21:02:27.855,ethereum,2296.7745808452282,277207244170.4047,44726003630.50153
2026-02-03 22:01:19.882,ethereum,2281.6276537835047,275518276066.31525,46091474884.54382
2026-02-03 23:03:34.951,ethereum,2235.8245931657307,269937706747.20334,47757259412.467476
2026-02-04 00:01:24.193,ethereum,2229.7003085530546,268942029208.88763,48573671038.45881
2026-02-04 01:02:13.375,ethereum,2243.691582238994,270254333331.99875,50258560991.74644
2026-02-04 02:01:41.091,ethereum,2265.1070805766853,273257687934.50885,48478413552.068596
2026-02-04 03:01:24.216,ethereum,2248.9828574595936,271395681817.2094,48984343257.127335
2026-02-04 04:01:08.083,ethereum,2280.278374668446,275281377820.772,49716984923.74785
2026-02-04 05:01:07.173,ethereum,2270.8533537589387,274077415226.9015,48803042946.845535
2026-02-04 06:01:05.518,ethereum,2262.001369240498,272832766575.9831,47663720725.54286
2026-02-04 07:01:57.088,ethereum,2274.3357878348183,274438940033.33038,47258939553.66323
2026-02-04 08:00:07.824,ethereum,2279.047484092526,275206664720.4359,48507524850.96486
2026-02-04 09:01:27.263,ethereum,2275.562832442507,274647261382.4401,47767805057.958244
2026-02-04 10:00:53.670,ethereum,2257.8294588469616,272560016415.09338,45877489574.445724
2026-02-04 11:01:23.392,ethereum,2257.232974797487,272493527605.35266,46594350677.55153
2026-02-04 12:01:57.714,ethereum,2252.7077516186905,271666330139.90237,47015302241.902
2026-02-04 13:02:17.239,ethereum,2239.6473277158216,269975360111.4249,48264370206.75885
2026-02-04 14:01:22.811,ethereum,2195.367735073545,264966669075.17706,46554271862.584694
2026-02-04 15:01:50.537,ethereum,2166.0244812464675,261710757095.61072,49225840460.484764
2026-02-04 16:01:44.682,ethereum,2150.3896895468997,259447461334.3603,49537683722.60894
2026-02-04 17:01:53.880,ethereum,2126.4757033210526,254913467568.94653,51383810578.858696
2026-02-04 18:01:35.213,ethereum,2120.8914175858545,256206246923.4583,50160562088.41305
